Date,Session default channel group,Sessions,Total users,Ecommerce purchases,Purchase revenue
2025-01-12,SMS,48,36,3,856.2
2025-03-16,SMS,48,39,2,1510.89
2025-09-06,Organic Video,48,43,0,0.0
2025-09-27,Paid Social,48,47,0,0.0
2025-10-22,Paid Social,48,46,0,0.0
2025-10-25,Paid Social,48,47,0,0.0
2025-10-30,Paid Social,48,48,0,0.0
2025-11-05,Organic Video,48,47,0,0.0
2025-01-27,SMS,47,35,2,678.61
2025-03-17,SMS,47,41,3,3828.59
2025-03-30,SMS,47,36,2,1297.56
2025-04-06,SMS,47,43,2,2833.1
2025-04-30,SMS,47,42,2,298.15999999999997
2025-05-29,Paid Shopping,47,36,0,0.0
2025-08-15,Paid Social,47,46,0,0.0
2025-08-24,Paid Social,47,46,0,0.0
2025-10-28,Email,47,47,1,50.0
2025-10-04,Organic Video,46,44,0,0.0
2025-10-05,Organic Video,46,45,0,0.0
2025-10-05,Paid Social,46,46,0,0.0
2025-10-19,Paid Social,46,46,0,0.0
2025-10-21,Paid Social,46,45,0,0.0
2025-11-07,Organic Video,46,42,0,0.0
2025-05-31,Paid Shopping,45,38,0,0.0
2025-06-04,Paid Shopping,45,38,1,377.79
2025-06-10,Paid Shopping,45,39,1,73.31
2025-10-15,Paid Social,45,44,0,0.0
2025-11-19,Paid Social,45,44,0,0.0
2025-01-04,SMS,44,30,2,1454.1
2025-06-03,Paid Shopping,44,30,1,727.57
2025-06-13,Paid Shopping,44,40,0,0.0
2025-10-01,Organic Video,44,39,1,1319.0
2025-10-02,Organic Video,44,42,0,0.0
2025-10-13,Organic Video,44,42,0,0.0
2025-11-09,Organic Video,44,40,0,0.0
2025-01-20,SMS,43,38,3,2198.95
2025-05-22,Email,43,36,2,1736.9700000000003
2025-06-01,Email,43,39,1,380.65
2025-06-12,Paid Shopping,43,33,0,0.0
2025-10-27,Email,43,40,0,0.0
2025-10-30,Organic Video,43,38,0,0.0
2025-11-10,Paid Social,43,43,0,0.0
2025-01-05,SMS,42,36,0,0.0
2025-02-19,SMS,42,34,1,1282.06
2025-05-25,Paid Shopping,42,34,0,0.0
2025-06-01,Paid Shopping,42,38,0,0.0
2025-06-22,Paid Social,42,42,0,0.0
2025-07-01,SMS,42,37,2,505.77
2025-10-16,Paid Shopping,42,40,3,1952.4
2025-10-20,Paid Social,42,41,0,0.0
2025-11-02,Paid Social,42,41,0,0.0
2025-02-15,Paid Other,41,41,0,0.0
2025-05-30,Paid Shopping,41,33,0,0.0
2025-10-03,Organic Video,41,38,0,0.0
2025-10-04,Paid Social,41,40,0,0.0
2025-10-31,Organic Video,41,33,1,1167.9
2025-01-07,Email,40,30,0,0.0
2025-01-26,SMS,40,32,4,1743.42
2025-04-07,SMS,40,34,0,0.0
2025-06-21,Paid Social,40,39,0,0.0
2025-08-08,SMS,40,32,0,0.0
2025-09-12,Paid Social,40,36,0,0.0
2025-09-23,Organic Video,40,39,0,0.0
2025-11-08,Organic Video,40,38,0,0.0
2025-02-23,SMS,39,29,0,0.0
2025-03-01,SMS,39,31,4,2417.9100000000003
2025-03-02,SMS,39,35,4,3593.87
2025-03-12,Paid Shopping,39,36,1,154.08
2025-05-08,SMS,39,35,2,2854.5899999999997
2025-05-15,Email,39,36,0,0.0
2025-05-15,SMS,39,33,2,968.45
2025-05-16,Email,39,31,1,83.46
2025-05-19,Email,39,33,1,78.04
2025-05-19,SMS,39,32,2,1396.62
2025-06-15,Paid Shopping,39,35,1,131.44
2025-06-24,Paid Social,39,39,0,0.0
2025-09-01,Paid Social,39,35,2,4823.2
2025-09-07,Organic Video,39,36,0,0.0
2025-09-16,Paid Social,39,39,0,0.0
2025-09-17,Organic Video,39,37,0,0.0
2025-09-29,Organic Video,39,35,0,0.0
2025-10-07,Paid Shopping,39,37,0,0.0
2025-10-29,Organic Video,39,35,0,0.0
2025-11-09,Paid Social,39,39,0,0.0
2025-11-19,Organic Video,39,37,0,0.0
2025-02-10,SMS,38,30,0,0.0
2025-02-25,SMS,38,33,0,0.0
2025-04-20,Paid Shopping,38,35,0,0.0
2025-04-23,SMS,38,24,2,1157.24
2025-05-07,Paid Shopping,38,26,0,0.0
2025-06-09,Email,38,34,1,626.46
2025-09-04,Paid Social,38,37,0,0.0
2025-09-19,Organic Video,38,35,1,789.3
2025-10-07,Paid Social,38,38,0,0.0
2025-10-08,Organic Video,38,29,0,0.0
2025-10-08,Paid Shopping,38,36,0,0.0
2025-01-02,Email,37,26,1,1037.0
2025-02-01,SMS,37,29,2,1421.38
2025-02-13,SMS,37,29,2,1006.86
2025-02-27,SMS,37,28,2,1765.29
2025-04-21,SMS,37,32,2,488.34000000000003
2025-06-02,Email,37,30,0,0.0
2025-08-21,Paid Social,37,35,0,0.0
2025-09-26,Paid Social,37,36,0,0.0
2025-09-27,Organic Video,37,37,0,0.0
2025-10-24,Paid Social,37,35,0,0.0
2025-11-04,Organic Video,37,36,0,0.0
2025-06-10,Email,36,31,0,0.0
2025-06-11,Paid Shopping,36,32,1,314.45
2025-06-14,Paid Shopping,36,28,0,0.0
2025-08-20,Paid Social,36,36,0,0.0
2025-08-29,Paid Social,36,35,0,0.0
2025-08-30,Paid Social,36,30,0,0.0
2025-09-05,Organic Video,36,34,0,0.0
2025-01-01,Email,35,29,1,359.2
2025-01-29,SMS,35,28,1,432.39
2025-05-21,Email,35,32,1,302.23
2025-07-02,SMS,35,30,3,963.62
2025-09-12,Organic Video,35,30,0,0.0
2025-09-28,Paid Social,35,35,0,0.0
2025-11-01,Paid Social,35,35,0,0.0
2025-11-06,Organic Video,35,31,1,959.2
2025-02-04,SMS,34,24,2,1911.69
2025-05-02,SMS,34,26,4,2226.78
2025-05-13,SMS,34,27,3,1555.7599999999998
2025-06-07,Paid Shopping,34,31,1,668.42
2025-06-08,Email,34,33,0,0.0
2025-09-28,Organic Video,34,34,0,0.0
2025-11-02,Organic Video,34,31,0,0.0
2025-04-18,SMS,33,28,0,0.0
2025-05-17,SMS,33,27,3,1691.0
2025-05-18,Email,33,26,0,0.0
2025-05-24,Paid Shopping,33,31,1,372.12
2025-09-02,Paid Social,33,31,1,319.2
2025-09-09,Organic Video,33,31,0,0.0
2025-09-10,Organic Video,33,31,0,0.0
2025-10-23,Paid Social,33,33,0,0.0
2025-11-13,Email,33,33,0,0.0
2025-01-13,SMS,32,25,1,349.0
2025-02-18,Paid Other,32,31,1,48.0
2025-04-08,SMS,32,27,0,0.0
2025-05-26,Email,32,30,2,368.95000000000005
2025-05-27,Email,32,28,3,647.83
2025-06-02,Paid Shopping,32,27,0,0.0
2025-06-16,Paid Shopping,32,25,2,1313.85
2025-09-07,Paid Social,32,31,0,0.0
2025-10-03,Paid Shopping,32,30,0,0.0
2025-10-09,Paid Social,32,31,0,0.0
2025-10-10,Email,32,32,0,0.0
2025-10-16,Organic Video,32,29,0,0.0
2025-11-03,Paid Social,32,30,0,0.0
2025-11-17,Paid Social,32,30,0,0.0
2025-02-16,Paid Other,31,30,0,0.0
2025-04-14,Organic Video,31,29,0,0.0
2025-05-20,Email,31,30,0,0.0
2025-06-04,Email,31,24,1,352.76
2025-06-11,Email,31,26,0,0.0
2025-07-26,Email,31,24,1,2053.32
2025-07-27,Email,31,25,1,57.8
2025-08-19,Paid Social,31,29,0,0.0
2025-08-22,Paid Social,31,30,0,0.0
2025-09-13,Paid Social,31,30,0,0.0
2025-09-18,Organic Video,31,28,0,0.0
2025-10-06,Organic Video,31,28,0,0.0
2025-10-08,Paid Social,31,31,0,0.0
2025-10-22,Organic Video,31,30,1,1572.539573
2025-10-26,Paid Social,31,31,0,0.0
2025-10-31,Paid Social,31,31,0,0.0
2025-04-10,SMS,30,25,1,1346.35
2025-05-14,SMS,30,26,1,435.41
2025-05-20,Paid Shopping,30,24,0,0.0
2025-06-30,Email,30,26,0,0.0
2025-07-28,Email,30,24,0,0.0
2025-09-05,Paid Social,30,28,0,0.0
2025-09-13,Organic Video,30,25,0,0.0
2025-11-12,Email,30,27,0,0.0
2025-11-16,Email,30,28,1,334.4
2025-02-02,SMS,29,23,1,891.79
2025-03-03,SMS,29,24,1,428.35
2025-04-19,Paid Shopping,29,27,1,1411.56
2025-04-26,SMS,29,24,1,1144.76
2025-06-23,Paid Social,29,29,0,0.0
2025-07-05,SMS,29,26,2,2830.14
2025-09-04,Organic Video,29,28,0,0.0
2025-09-08,Organic Video,29,26,1,381.65
2025-09-26,Email,29,26,0,0.0
2025-09-30,Paid Social,29,27,0,0.0
2025-10-07,Organic Video,29,27,0,0.0
2025-02-19,Paid Other,28,26,0,0.0
2025-02-26,SMS,28,20,1,413.14
2025-04-15,SMS,28,22,1,675.89
2025-07-10,Paid Social,28,28,0,0.0
2025-07-12,Paid Social,28,27,0,0.0
2025-08-09,Email,28,27,0,0.0
2025-10-09,Email,28,28,0,0.0
2025-10-14,Email,28,15,1,63.75
2025-10-14,Organic Video,28,28,0,0.0
2025-10-22,Email,28,26,1,319.2
2025-11-03,Organic Video,28,27,0,0.0
2025-01-07,Paid Other,27,26,0,0.0
2025-02-03,SMS,27,19,0,0.0
2025-02-14,Paid Other,27,27,1,772.93
2025-05-17,Email,27,23,0,0.0
2025-05-18,SMS,27,20,1,100.75
2025-05-28,Email,27,22,1,689.5
2025-06-05,Email,27,25,0,0.0
2025-06-13,Email,27,24,0,0.0
2025-07-03,SMS,27,23,1,437.44
2025-07-07,SMS,27,22,0,0.0
2025-07-20,Email,27,24,0,0.0
2025-08-17,Email,27,25,0,0.0
2025-09-15,Organic Video,27,24,0,0.0
2025-09-23,Paid Social,27,27,0,0.0
2025-11-01,Organic Video,27,24,0,0.0
2025-01-09,Paid Other,26,16,0,0.0
2025-04-24,SMS,26,20,1,1318.52
2025-05-08,Paid Shopping,26,23,0,0.0
2025-05-31,Email,26,21,1,420.33
2025-09-14,Paid Social,26,25,1,699.0
2025-09-22,Organic Video,26,23,1,404.1
2025-10-23,Organic Video,26,24,0,0.0
2025-04-09,SMS,25,18,0,0.0
2025-04-14,SMS,25,23,1,870.83
2025-04-22,SMS,25,21,1,51.24
2025-05-12,Paid Shopping,25,23,0,0.0
2025-09-16,Organic Video,25,22,1,381.65
2025-11-01,Email,25,22,0,0.0
2025-11-08,Email,25,25,0,0.0
2025-11-16,Paid Social,25,25,0,0.0
2025-05-16,SMS,24,19,0,0.0
2025-06-03,Email,24,23,1,877.39
2025-06-14,Email,24,19,0,0.0
2025-07-25,Email,24,22,0,0.0
2025-08-26,Paid Social,24,23,0,0.0
2025-09-24,Organic Video,24,24,0,0.0
2025-09-24,Paid Social,24,24,0,0.0
2025-09-25,Organic Video,24,24,1,669.8
2025-09-26,Organic Video,24,22,1,1036.0
2025-10-03,Paid Social,24,24,0,0.0
2025-10-21,Organic Video,24,23,0,0.0
2025-11-08,Paid Social,24,24,0,0.0
2025-01-02,Paid Other,23,16,0,0.0
2025-04-11,SMS,23,19,3,944.63
2025-05-27,Paid Social,23,19,0,0.0
2025-07-03,Email,23,23,1,331.16
2025-07-07,Email,23,17,1,70.29
2025-07-31,Email,23,21,0,0.0
2025-08-18,Email,23,22,2,3539.8900000000003
2025-08-25,Paid Social,23,23,3,1880.0500000000002
2025-09-09,Paid Social,23,22,1,724.65
2025-09-14,Organic Video,23,23,1,296.65
2025-10-15,Organic Video,23,23,0,0.0
2025-10-20,Organic Video,23,22,0,0.0
2025-11-06,Paid Social,23,23,0,0.0
2025-07-06,SMS,22,20,0,0.0
2025-08-01,Email,22,19,2,1492.71
2025-08-16,Email,22,20,0,0.0
2025-09-01,Email,22,22,1,133.6
2025-11-17,Email,22,19,1,287.55
2025-07-24,Paid Shopping,21,16,0,0.0
2025-08-15,Email,21,19,6,1028.24
2025-09-17,Paid Social,21,20,1,404.1
2025-09-20,Organic Video,21,19,0,0.0
2025-09-21,Organic Video,21,19,0,0.0
2025-09-21,Paid Social,21,20,0,0.0
2025-10-13,Email,21,15,0,0.0
2025-04-07,Paid Shopping,20,19,0,0.0
2025-04-25,SMS,20,20,2,2746.35
2025-06-12,Email,20,15,0,0.0
2025-07-13,Paid Social,20,19,0,0.0
2025-08-13,Email,20,20,0,0.0
2025-09-06,Paid Social,20,20,0,0.0
2025-10-11,Email,20,19,0,0.0
2025-10-25,Organic Video,20,19,0,0.0
2025-02-28,SMS,19,15,0,0.0
2025-07-04,Email,19,15,1,349.33
2025-07-08,SMS,19,12,0,0.0
2025-07-29,Email,19,14,0,0.0
2025-08-11,Email,19,15,0,0.0
2025-08-31,Paid Social,19,18,0,0.0
2025-09-11,Paid Social,19,18,0,0.0
2025-09-20,Email,19,18,0,0.0
2025-10-19,Organic Video,19,18,0,0.0
2025-11-03,Email,19,18,0,0.0
2025-04-03,Paid Shopping,18,16,0,0.0
2025-07-11,Paid Social,18,17,0,0.0
2025-07-14,Email,18,14,0,0.0
2025-09-08,Paid Social,18,18,0,0.0
2025-09-18,Paid Social,18,17,0,0.0
2025-10-17,Organic Video,18,17,0,0.0
2025-11-04,Paid Social,18,18,0,0.0
2025-01-01,Paid Other,17,13,0,0.0
2025-06-20,Email,17,14,0,0.0
2025-07-13,Email,17,12,1,484.47
2025-07-21,Email,17,16,0,0.0
2025-08-03,Email,17,15,1,565.62
2025-08-26,Email,17,15,0,0.0
2025-08-27,Paid Social,17,17,0,0.0
2025-08-28,Paid Social,17,15,0,0.0
2025-09-29,Paid Social,17,17,0,0.0
2025-10-18,Organic Video,17,16,1,381.65
2025-11-18,Email,17,14,0,0.0
2025-01-08,Paid Other,16,14,0,0.0
2025-02-21,Paid Other,16,16,0,0.0
2025-05-19,Paid Shopping,16,15,0,0.0
2025-06-15,Email,16,12,0,0.0
2025-06-20,Paid Shopping,16,11,0,0.0
2025-06-22,Email,16,15,0,0.0
2025-06-23,Email,16,16,0,0.0
2025-06-25,Email,16,13,0,0.0
2025-07-04,SMS,16,14,0,0.0
2025-07-09,Email,16,15,1,70.29
2025-07-11,Email,16,15,1,64.67
2025-09-15,Paid Social,16,16,0,0.0
2025-09-22,Paid Social,16,16,0,0.0
2025-09-25,Paid Social,16,16,0,0.0
2025-09-30,Email,16,15,0,0.0
2025-10-01,Paid Social,16,16,0,0.0
2025-10-19,Email,16,12,0,0.0
2025-11-04,Email,16,13,0,0.0
2025-04-02,Paid Shopping,15,14,0,0.0
2025-04-15,Organic Video,15,14,0,0.0
2025-06-28,Email,15,12,0,0.0
2025-07-10,Email,15,15,1,60.15
2025-07-12,SMS,15,11,0,0.0
2025-08-02,Email,15,14,0,0.0
2025-08-06,Email,15,12,2,531.94
2025-08-09,Organic Video,15,15,0,0.0
2025-08-24,Email,15,11,2,767.35
2025-09-02,Email,15,14,0,0.0
2025-09-20,Paid Social,15,15,0,0.0
2025-10-23,Email,15,14,0,0.0
2025-10-25,Email,15,14,1,56.25
2025-11-02,Email,15,15,0,0.0
2025-11-07,Paid Social,15,14,0,0.0
2025-11-10,Email,15,13,0,0.0
2025-11-19,Email,15,12,1,536.0
2025-04-06,Paid Shopping,14,14,0,0.0
2025-05-30,Email,14,13,0,0.0
2025-06-18,Email,14,13,0,0.0
2025-06-21,Paid Shopping,14,12,0,0.0
2025-06-29,Email,14,13,0,0.0
2025-07-02,Email,14,13,0,0.0
2025-07-11,SMS,14,13,0,0.0
2025-07-13,SMS,14,10,0,0.0
2025-07-23,Email,14,13,0,0.0
2025-07-27,Paid Shopping,14,13,1,312.96
2025-08-10,Email,14,13,0,0.0
2025-08-12,Email,14,13,1,50.0
2025-08-19,Email,14,14,0,0.0
2025-09-13,Email,14,12,0,0.0
2025-10-16,Email,14,13,0,0.0
2025-10-18,Email,14,11,0,0.0
2025-11-05,Email,14,12,1,319.2
2025-11-05,Paid Social,14,14,0,0.0
2025-01-15,Paid Other,13,2,0,0.0
2025-05-13,Paid Shopping,13,11,0,0.0
2025-05-14,Paid Shopping,13,10,0,0.0
2025-05-29,Email,13,10,0,0.0
2025-06-17,Email,13,12,1,684.15
2025-06-23,Paid Shopping,13,12,0,0.0
2025-07-05,Email,13,9,0,0.0
2025-07-10,SMS,13,10,0,0.0
2025-08-14,Email,13,12,0,0.0
2025-08-20,Email,13,10,0,0.0
2025-09-07,Email,13,13,0,0.0
2025-09-10,Paid Social,13,12,0,0.0
2025-10-02,Paid Social,13,13,0,0.0
2025-03-13,Paid Shopping,12,11,0,0.0
2025-06-19,Email,12,11,0,0.0
2025-06-27,Email,12,11,1,72.24
2025-07-01,Email,12,12,1,1280.0
2025-07-06,Email,12,10,0,0.0
2025-07-09,SMS,12,11,0,0.0
2025-07-15,Email,12,11,0,0.0
2025-07-30,Email,12,12,1,435.42
2025-08-05,Email,12,10,0,0.0
2025-08-11,Organic Video,12,11,0,0.0
2025-09-11,Organic Video,12,12,0,0.0
2025-10-12,Email,12,12,0,0.0
2025-01-18,Paid Other,11,3,0,0.0
2025-06-16,Email,11,10,0,0.0
2025-06-18,Organic Video,11,9,0,0.0
2025-06-21,Email,11,7,0,0.0
2025-06-26,Email,11,10,1,446.26
2025-07-02,Organic Video,11,7,0,0.0
2025-07-14,SMS,11,7,0,0.0
2025-07-16,Email,11,10,1,877.39
2025-08-04,Email,11,11,0,0.0
2025-09-09,Email,11,8,0,0.0
2025-09-11,Email,11,8,0,0.0
2025-09-19,Paid Social,11,11,0,0.0
2025-09-24,Email,11,9,0,0.0
2025-10-17,Email,11,10,0,0.0
2025-10-29,Email,11,9,0,0.0
2025-11-07,Email,11,8,0,0.0
2025-01-04,Paid Other,10,8,0,0.0
2025-01-05,Paid Other,10,8,0,0.0
2025-03-19,Organic Video,10,10,0,0.0
2025-04-04,Paid Shopping,10,10,0,0.0
2025-06-24,Email,10,8,0,0.0
2025-06-27,Paid Shopping,10,9,0,0.0
2025-07-08,Email,10,10,1,19.26
2025-07-15,SMS,10,7,0,0.0
2025-07-25,Paid Shopping,10,7,0,0.0
2025-08-07,Email,10,10,0,0.0
2025-09-06,Email,10,9,1,474.5
2025-09-14,Email,10,9,0,0.0
2025-09-21,Email,10,9,0,0.0
2025-10-24,Email,10,10,0,0.0
2025-10-26,Email,10,8,0,0.0
2025-11-06,Email,10,7,0,0.0
2025-01-14,Paid Other,9,9,0,0.0
2025-03-16,Paid Shopping,9,8,1,113.83
2025-03-17,Organic Video,9,9,0,0.0
2025-04-05,Paid Shopping,9,8,0,0.0
2025-04-08,Paid Shopping,9,9,0,0.0
2025-04-09,Paid Shopping,9,9,0,0.0
2025-05-15,Paid Shopping,9,7,0,0.0
2025-06-19,Organic Video,9,9,0,0.0
2025-07-26,Paid Shopping,9,6,0,0.0
2025-08-07,Organic Video,9,7,0,0.0
2025-09-28,Email,9,8,0,0.0
2025-10-15,Email,9,9,1,440.3
2025-10-30,Email,9,9,0,0.0
2025-01-06,Paid Other,8,7,0,0.0
2025-01-16,Paid Other,8,1,0,0.0
2025-01-17,Paid Other,8,2,0,0.0
2025-03-20,Organic Video,8,7,0,0.0
2025-04-11,Paid Shopping,8,6,1,491.09
2025-04-12,Paid Shopping,8,8,0,0.0
2025-04-29,Organic Video,8,6,0,0.0
2025-04-30,Organic Video,8,6,0,0.0
2025-06-16,Organic Video,8,5,0,0.0
2025-06-24,Paid Shopping,8,7,0,0.0
2025-07-12,Email,8,8,1,157.81
2025-07-15,Organic Video,8,6,0,0.0
2025-07-24,Organic Video,8,7,0,0.0
2025-07-31,Organic Video,8,8,0,0.0
2025-08-05,Organic Video,8,5,0,0.0
2025-08-23,Email,8,5,0,0.0
2025-09-03,Email,8,7,0,0.0
2025-09-04,Email,8,8,0,0.0
2025-09-05,Email,8,7,0,0.0
2025-09-10,Email,8,8,0,0.0
2025-10-20,Email,8,7,2,1678.1
2025-01-13,Paid Other,7,5,0,0.0
2025-04-16,Organic Video,7,7,0,0.0
2025-05-07,Organic Video,7,5,0,0.0
2025-05-16,Organic Video,7,1,0,0.0
2025-05-17,Organic Video,7,3,0,0.0
2025-06-22,Paid Shopping,7,6,0,0.0
2025-07-22,Email,7,7,0,0.0
2025-08-08,Organic Video,7,7,0,0.0
2025-08-13,Organic Video,7,7,0,0.0
2025-09-08,Email,7,7,0,0.0
2025-09-15,Email,7,7,0,0.0
2025-10-04,Email,7,7,0,0.0
2025-10-05,Email,7,5,0,0.0
2025-10-07,Email,7,7,1,122.4
2025-01-10,Paid Other,6,3,0,0.0
2025-01-26,Paid Other,6,3,0,0.0
2025-02-12,Organic Video,6,6,0,0.0
2025-03-18,Organic Video,6,6,0,0.0
2025-04-19,Organic Video,6,6,0,0.0
2025-04-20,Organic Video,6,5,0,0.0
2025-05-05,Organic Video,6,6,0,0.0
2025-05-16,Paid Shopping,6,3,0,0.0
2025-05-22,Paid Other,6,4,0,0.0
2025-06-30,Paid Shopping,6,5,0,0.0
2025-07-13,Paid Shopping,6,3,0,0.0
2025-07-22,Organic Video,6,6,0,0.0
2025-07-30,Organic Video,6,5,0,0.0
2025-08-06,Organic Video,6,5,0,0.0
2025-08-21,Email,6,4,0,0.0
2025-08-25,Email,6,6,0,0.0
2025-09-16,Email,6,6,0,0.0
2025-09-22,Email,6,6,1,1013.1
2025-10-01,Email,6,6,0,0.0
2025-10-24,Organic Video,6,6,0,0.0
2025-11-09,Email,6,6,0,0.0
2025-11-11,Email,6,3,0,0.0
2025-01-02,Organic Video,5,5,0,0.0
2025-01-03,Paid Other,5,5,0,0.0
2025-01-09,Organic Video,5,3,0,0.0
2025-01-11,Paid Other,5,4,0,0.0
2025-02-05,Organic Video,5,4,0,0.0
2025-03-14,Paid Shopping,5,4,0,0.0
2025-03-15,Organic Video,5,5,0,0.0
2025-03-16,Organic Video,5,5,0,0.0
2025-04-13,Paid Shopping,5,5,0,0.0
2025-04-14,Paid Shopping,5,5,0,0.0
2025-04-17,Paid Shopping,5,5,0,0.0
2025-04-23,Organic Video,5,5,0,0.0
2025-05-03,Organic Video,5,5,0,0.0
2025-05-04,Organic Video,5,5,0,0.0
2025-05-09,Organic Video,5,4,1,80.25
2025-05-21,Paid Other,5,4,0,0.0
2025-05-27,Organic Video,5,3,1,300.84
2025-06-22,Organic Video,5,3,0,0.0
2025-06-24,Organic Video,5,3,0,0.0
2025-06-26,Organic Video,5,5,0,0.0
2025-06-28,Organic Video,5,4,0,0.0
2025-06-28,Paid Shopping,5,4,0,0.0
2025-06-29,Paid Shopping,5,3,1,86.48
2025-07-01,Organic Video,5,4,0,0.0
2025-07-11,Paid Shopping,5,4,0,0.0
2025-07-15,Paid Shopping,5,4,0,0.0
2025-08-10,Organic Video,5,5,0,0.0
2025-08-20,Organic Video,5,4,0,0.0
2025-09-18,Email,5,5,1,128.0
2025-09-23,Email,5,5,0,0.0
2025-09-25,Email,5,4,0,0.0
2025-09-29,Email,5,4,0,0.0
2025-01-01,Organic Video,4,4,0,0.0
2025-01-12,Organic Video,4,4,0,0.0
2025-01-14,Organic Video,4,2,0,0.0
2025-01-27,Paid Other,4,2,0,0.0
2025-02-09,Organic Video,4,4,0,0.0
2025-03-04,Organic Video,4,4,1,721.71
2025-03-21,Organic Video,4,3,0,0.0
2025-03-30,Organic Video,4,3,0,0.0
2025-04-01,Organic Video,4,4,0,0.0
2025-04-05,Organic Video,4,3,0,0.0
2025-04-13,Organic Video,4,3,1,1487.37
2025-04-18,Organic Video,4,4,0,0.0
2025-04-21,Organic Video,4,4,0,0.0
2025-05-02,Organic Video,4,4,0,0.0
2025-05-08,Organic Video,4,3,0,0.0
2025-05-11,Organic Video,4,4,0,0.0
2025-05-15,Organic Video,4,2,0,0.0
2025-05-20,Organic Video,4,4,0,0.0
2025-06-02,Organic Video,4,3,0,0.0
2025-06-08,Organic Video,4,4,0,0.0
2025-06-11,Organic Video,4,3,0,0.0
2025-06-21,Organic Video,4,4,0,0.0
2025-06-26,Paid Shopping,4,2,0,0.0
2025-07-02,Paid Shopping,4,4,0,0.0
2025-07-04,Paid Shopping,4,3,0,0.0
2025-07-05,Paid Shopping,4,4,0,0.0
2025-07-06,Paid Shopping,4,4,0,0.0
2025-07-07,Paid Shopping,4,4,0,0.0
2025-07-09,Paid Shopping,4,4,1,695.01
2025-07-10,Paid Shopping,4,3,0,0.0
2025-07-14,Paid Shopping,4,4,0,0.0
2025-07-16,Organic Video,4,4,0,0.0
2025-07-19,Organic Video,4,4,0,0.0
2025-07-23,Organic Video,4,4,0,0.0
2025-07-26,Organic Video,4,3,0,0.0
2025-07-28,Organic Video,4,4,0,0.0
2025-08-12,Organic Video,4,4,0,0.0
2025-08-22,Email,4,4,0,0.0
2025-09-12,Email,4,4,0,0.0
2025-09-27,Email,4,4,0,0.0
2025-01-06,Organic Video,3,3,0,0.0
2025-01-15,Organic Video,3,2,0,0.0
2025-01-26,Organic Video,3,3,0,0.0
2025-02-15,Organic Video,3,2,0,0.0
2025-02-19,Organic Video,3,3,0,0.0
2025-03-01,Paid Other,3,3,0,0.0
2025-03-06,Organic Video,3,3,0,0.0
2025-03-11,Organic Video,3,3,0,0.0
2025-03-13,Organic Video,3,3,0,0.0
2025-03-14,Organic Video,3,3,0,0.0
2025-03-27,Organic Video,3,3,0,0.0
2025-03-28,Paid Other,3,1,0,0.0
2025-04-01,Paid Other,3,3,1,303.16
2025-04-03,Paid Other,3,3,0,0.0
2025-04-06,Organic Video,3,3,0,0.0
2025-04-09,Organic Video,3,2,0,0.0
2025-04-10,Paid Shopping,3,3,0,0.0
2025-04-11,Organic Video,3,3,0,0.0
2025-04-12,Organic Video,3,3,0,0.0
2025-04-24,Organic Video,3,2,0,0.0
2025-04-28,Organic Video,3,3,0,0.0
2025-05-18,Paid Shopping,3,3,0,0.0
2025-05-24,Paid Other,3,2,0,0.0
2025-05-25,Organic Video,3,3,0,0.0
2025-05-26,Organic Video,3,2,0,0.0
2025-06-04,Organic Video,3,3,0,0.0
2025-06-06,Organic Video,3,3,0,0.0
2025-06-10,Organic Video,3,3,0,0.0
2025-06-17,Organic Video,3,2,0,0.0
2025-06-25,Organic Video,3,3,0,0.0
2025-06-30,Organic Video,3,3,0,0.0
2025-07-01,Paid Shopping,3,3,0,0.0
2025-07-03,Organic Video,3,3,0,0.0
2025-07-04,Organic Video,3,3,0,0.0
2025-07-06,Organic Video,3,3,0,0.0
2025-07-07,Organic Video,3,3,0,0.0
2025-07-11,Organic Video,3,3,0,0.0
2025-07-12,Paid Shopping,3,3,0,0.0
2025-07-14,Organic Video,3,3,0,0.0
2025-07-17,Organic Video,3,3,0,0.0
2025-07-25,Organic Video,3,3,0,0.0
2025-08-02,Organic Video,3,3,0,0.0
2025-08-15,Organic Video,3,3,0,0.0
2025-08-16,Organic Video,3,3,0,0.0
2025-09-17,Email,3,3,0,0.0
2025-10-03,Email,3,3,0,0.0
2025-10-06,Email,3,3,0,0.0
2025-10-31,Email,3,3,0,0.0
2025-01-03,Organic Video,2,2,0,0.0
2025-01-05,Organic Video,2,1,0,0.0
2025-01-07,Organic Video,2,2,0,0.0
2025-01-10,Display,2,2,0,0.0
2025-01-10,Organic Video,2,2,0,0.0
2025-01-19,Paid Other,2,2,0,0.0
2025-01-21,Organic Video,2,2,0,0.0
2025-01-21,Paid Other,2,2,0,0.0
2025-01-22,Organic Video,2,2,0,0.0
2025-01-22,Paid Other,2,1,0,0.0
2025-01-27,Organic Video,2,2,0,0.0
2025-01-28,Organic Video,2,2,0,0.0
2025-02-04,Organic Video,2,2,0,0.0
2025-02-07,Organic Video,2,1,0,0.0
2025-02-16,Organic Video,2,2,0,0.0
2025-02-18,Organic Video,2,2,0,0.0
2025-02-23,Organic Video,2,2,0,0.0
2025-02-25,Paid Other,2,2,0,0.0
2025-02-28,Organic Video,2,1,0,0.0
2025-03-02,Organic Video,2,2,0,0.0
2025-03-02,Paid Other,2,2,0,0.0
2025-03-05,Organic Video,2,2,0,0.0
2025-03-08,Paid Other,2,1,0,0.0
